,Random Classifier,Majority Classifier,Bert Full,Bert Freezed
Sequence F1 emotions,0.1492116793800567,0.424671419276346,0.9397547730692081,0.9287408934160095
Sequence F1 triggers,0.5126785772295935,0.7882678378697737,0.7848999839100079,0.7879900600919959
Unrolled Sequence F1 emotions,0.12613540583669144,0.08613987799687899,0.9312202063442399,0.9195819573293493
Unrolled Sequence F1 triggers,0.44270237745774565,0.4539667753454433,0.4734768944013167,0.45388198757763976
